"last_name, first_name",player_id,year,p_formatted_ip,pa,hit,home_run,strikeout,k_percent,bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,p_earned_run,p_run,p_out,p_win,p_loss,p_era,p_lob,p_rbi,p_ab_scoring,p_called_strike,p_swinging_strike,p_total_ball,p_total_strike,p_total_swinging_strike,p_inh_runner,xba,xslg,woba,xwoba,xobp,sweet_spot_percent,barrel_batted_rate,solidcontact_percent,hard_hit_percent,avg_best_speed,avg_hyper_speed,whiff_percent,swing_percent,n_ff_formatted,ff_avg_speed,ff_avg_spin,ff_avg_break_x,ff_avg_break_z,ff_range_speed,n_sl_formatted,sl_avg_speed,sl_avg_spin,sl_avg_break_x,sl_avg_break_z,n_ch_formatted,ch_avg_speed,ch_avg_spin,ch_avg_break_x,ch_avg_break_z,n_cu_formatted,cu_avg_speed,cu_avg_spin,cu_avg_break_x,cu_avg_break_z,n_si_formatted,si_avg_speed,si_avg_spin,si_avg_break_x,si_avg_break_z,n_fc_formatted,fc_avg_speed,fc_avg_spin,fc_avg_break_x,fc_avg_break_z,n_fs_formatted,fs_avg_speed,fs_avg_spin,fs_avg_break_x,fs_avg_break_z,n_kn_formatted,kn_avg_speed,kn_avg_spin,kn_avg_break_x,kn_avg_break_z,st_avg_speed,st_avg_spin,st_avg_break_x,st_avg_break_z
"Pivetta, Nick",601713,2025,181.2,721,129,22,190,26.4,6.9,0.195,0.33,0.253,0.583,58,63,545,13,5,2.87,116,57,109,516,289,975,1876,300,0,0.231,0.416,0.256,0.308,0.289,36.4,10.9,7.7,45,79.73614877,94.70140227,24.6,47.7,46,93.8,2323,-2.5,-11.6,1.2,1.7,83.4,2433,7.7,-32.8,,,,,,22.4,79,2797,7.1,-61.2,4,93.8,2297,-9.3,-12.9,8.9,90.2,2349,4.5,-23,0.2,87.3,1456,-12.3,-22.9,,,,,,81.8,2444,13.7,-38.4
"Eovaldi, Nathan",543135,2024,170.2,696,147,23,166,23.9,6,0.229,0.386,0.282,0.668,72,74,512,12,8,3.8,107,66,106,409,327,844,1778,340,0,0.246,0.391,0.291,0.306,0.3,33.5,7.7,5.2,42.6,77.90644202,94.48576872,26.8,52.2,37.4,95.4,2188,-13.8,-18.5,1.3,2.9,86,2121,5.1,-34.6,,,,,,13.7,76.7,1933,9.2,-54.1,,,,,,15.2,91.3,2275,0.8,-24,30.8,88.4,1599,-13.5,-34.6,,,,,,,,,
"Bassitt, Chris",605135,2025,170.1,736,174,22,166,22.6,7.1,0.261,0.415,0.325,0.74,75,80,511,11,9,3.96,140,69,153,482,271,1024,1805,282,0,0.255,0.4,0.324,0.319,0.322,34.5,8.5,4,36.6,75.61854649,93.91371757,23.3,46.8,9.3,91.5,2150,-5.2,-21.5,1.2,2.9,83.6,2372,5.9,-38.9,2.7,84.5,1917,-16.4,-34.8,16.3,71.3,2277,16.8,-66.3,41.7,91.6,2102,-16.2,-28.3,16.9,88.5,2223,0.8,-26.3,4.6,83.6,1366,-14.4,-40.1,,,,,,72.6,2335,19.3,-53.4
"Brown, Hunter",686613,2024,170,712,156,18,179,25.1,8.4,0.242,0.357,0.31,0.667,66,71,510,11,9,3.49,137,61,137,482,285,1068,1821,297,0,0.224,0.332,0.296,0.282,0.296,28,4.5,6.4,30.3,74.68751777,92.85509818,25.1,46.3,34.8,96,2297,-5.1,-12.3,1.5,5.6,89.3,2161,3.7,-29.9,12.5,88.4,1463,-14,-26.3,12.5,82.9,2486,4.7,-55.5,18.1,95.6,2153,-13.6,-16.5,16.5,92.4,2311,3.3,-22,,,,,,,,,,,,,,
"Vásquez, Randy",681190,2025,133.2,570,125,16,78,13.7,9.1,0.247,0.383,0.323,0.706,57,59,401,6,7,3.84,110,48,101,365,142,786,1362,145,0,0.271,0.471,0.311,0.353,0.346,34.2,10.9,6.2,39.3,78.0516581,94.30590028,15.7,46.4,20.9,93.4,2380,-9,-15.8,1.5,2.1,85.8,2761,4.5,-31.1,6.9,86.9,2065,-18.5,-31.5,12.9,81.2,3059,12.3,-48.1,19.2,93.2,2337,-15.5,-20.4,25,90.2,2515,1.4,-22.6,,,,,,,,,,,82.1,2990,12.7,-36.2
"Nelson, Ryne",669194,2024,150.2,630,155,17,126,20,5.4,0.266,0.446,0.308,0.754,71,73,452,10,6,4.24,101,63,113,385,199,774,1632,202,2,0.266,0.412,0.322,0.314,0.311,34.5,7.5,5.8,41.6,79.83287319,94.48758627,18.2,51.8,55.7,95.2,2216,-5.7,-11.9,1.5,8.5,84.2,2463,5.5,-40.3,9.9,83,1960,-15.2,-29.8,5.7,77.8,2441,9.2,-53.2,,,,,,18.4,91.2,2200,1.2,-24.4,,,,,,,,,,,82.3,2551,11.5,-40.3
"Pfaadt, Brandon",694297,2025,176.2,767,198,26,147,19.2,4.8,0.279,0.469,0.323,0.792,103,107,530,13,9,5.25,126,101,177,464,265,1018,1902,276,0,0.29,0.489,0.339,0.353,0.334,39.1,10.9,6.7,45.8,79.64242437,95.37012661,22.1,49.2,23.4,93.6,2568,-6,-15.6,1.2,,,,,,15.7,87.3,2115,-16.1,-31.7,9.9,82.1,2673,10.7,-49,23.4,93.1,2426,-15.2,-24.8,8.9,89.8,2756,2.2,-26.9,,,,,,,,,,,84.8,2844,10.4,-32.9
"Kikuchi, Yusei",579328,2024,175.2,736,167,25,206,28,6,0.245,0.391,0.291,0.682,79,85,527,9,10,4.05,122,72,133,493,354,1014,1909,377,0,0.238,0.395,0.297,0.298,0.286,33.5,9.7,6.6,45,79.14650396,94.84412864,29,48.4,47,95.5,2289,7.9,-13.2,1.3,24,88.3,2396,-2.7,-31.9,11.1,86.8,1655,12.7,-27.7,17.9,82.4,2471,-4.9,-45.1,,,,,,,,,,,,,,,,,,,,,,,,
"Ryan, Joe",657746,2025,171,689,138,26,194,28.2,5.7,0.218,0.392,0.275,0.667,65,69,513,13,10,3.42,118,65,134,443,317,963,1832,325,0,0.212,0.388,0.29,0.289,0.272,33.1,11.5,6.3,41.9,79.81529873,94.60861113,26.1,49.7,51.2,93.6,2292,-12.6,-17.8,1.6,9.3,87.8,2329,0,-28.8,,,,,,3.9,79.2,2816,12.4,-53.7,11.2,93.3,2142,-16.7,-23.3,,,,,,11.3,87.6,2015,-15.2,-34.6,,,,,,80.6,2786,15.8,-42.4
"Severino, Luis",622663,2025,162.2,705,162,16,124,17.6,7.1,0.257,0.389,0.324,0.713,82,93,488,8,11,4.54,121,86,144,437,197,1003,1728,199,0,0.269,0.408,0.313,0.329,0.337,35.3,6,8,41.9,75.84091169,94.47874181,18.3,47.3,27.6,96.1,2282,-7,-13.5,1.6,4,87,2483,6.6,-33.1,5.3,86.2,1597,-13.8,-29.7,,,,,,20.8,95.7,2129,-14,-17.8,17.5,93.2,2287,0.8,-22.3,,,,,,,,,,,84.5,2580,15.7,-36.1
"Gray, Sonny",543243,2024,166.1,671,142,21,203,30.3,5.8,0.228,0.401,0.275,0.676,71,79,499,13,9,3.84,99,71,145,442,284,833,1650,333,0,0.237,0.393,0.292,0.296,0.285,38.1,8.9,4.2,37.9,79.27640654,94.21196125,29.8,48.7,23.8,92.4,2515,1.2,-19.8,0.9,,,,,,6.4,88.3,1704,-11.2,-29.8,13.9,79.9,2646,12.1,-57.8,17.8,92.7,2384,-11.4,-23.5,17.8,87.7,2708,5.5,-34.5,,,,,,,,,,,84.8,2690,15.8,-43.7
"Cease, Dylan",656302,2025,168,722,152,21,215,29.8,9.8,0.239,0.399,0.318,0.717,85,91,504,8,12,4.55,126,79,146,426,445,1120,1924,475,0,0.216,0.353,0.313,0.289,0.298,36.6,8.6,7.7,37.5,78.18435526,93.93110972,33.4,49.2,41.1,97.1,2550,-3.6,-10.7,1.3,41,89.1,2764,1.3,-31.3,1.1,77.3,1681,-8.5,-28.4,8.3,82.3,2747,3.1,-56.5,5,96.1,2494,-10.6,-14.8,,,,,,,,,,,,,,,,84.3,2912,11.6,-46.8
"Flaherty, Jack",656427,2025,161,681,147,23,188,27.6,8.7,0.239,0.406,0.311,0.717,83,85,483,8,15,4.64,108,76,119,509,292,1030,1801,322,0,0.236,0.401,0.313,0.311,0.308,37.8,10.3,5.6,43.8,78.73220897,94.72461202,27.3,45.6,46.9,92.9,2263,-5.8,-15.9,1.5,23.6,84.9,2428,6.4,-35,2.5,85.8,1766,-13.5,-30.2,25.4,77.8,2389,12.1,-54,1.6,90.7,2072,-14.6,-25.1,,,,,,,,,,,,,,,,,,,
"Boyd, Matthew",571510,2025,179.2,718,154,19,154,21.4,5.8,0.235,0.369,0.288,0.657,64,69,539,14,8,3.21,123,66,122,429,286,903,1843,296,0,0.242,0.39,0.287,0.301,0.296,31.4,9,4.7,38,77.34703534,93.96228667,23.1,51.5,46.5,93.3,2319,13.2,-18.6,1.3,14.9,82,2485,-2.4,-40.4,23.7,78.7,1818,15.7,-38.5,11.3,73.5,2326,-11,-59.4,3.7,92,2281,16.9,-23.5,,,,,,,,,,,,,,,,,,,
"Suárez, Ranger",624133,2025,157.1,651,154,14,151,23.2,5.8,0.256,0.374,0.305,0.679,56,57,472,12,8,3.2,119,54,104,430,217,835,1595,231,0,0.228,0.346,0.298,0.277,0.28,29.2,5.5,5.9,31.1,74.91671031,93.0424992,22.2,47.9,14.6,91.3,1951,6.1,-21.2,1.3,4.2,79.7,2163,-8.2,-37.8,19.1,79.5,1287,10.9,-40.3,16.2,73.9,2109,-11.4,-59,28.6,90.1,1980,15.7,-29.1,17.4,86.4,2111,-2.6,-30.4,,,,,,,,,,,,,,
"Ober, Bailey",641927,2025,146.1,624,159,30,120,19.2,5,0.275,0.494,0.314,0.808,83,84,439,6,9,5.1,94,83,96,355,265,782,1574,276,0,0.252,0.455,0.344,0.322,0.294,33.8,10.9,6,39.1,78.77157129,94.4595216,24.1,51.7,35.7,90.2,2288,-8.1,-16.8,1.3,17.6,83.7,2030,4,-32.5,28.9,83.3,2029,-17.9,-33.8,3.8,75.3,2087,7.5,-56.4,3.4,90.3,2135,-14,-22.5,,,,,,,,,,,,,,,,78.5,2100,11.2,-43.7
"Stroman, Marcus",573186,2024,154.2,675,167,19,113,16.7,8.9,0.277,0.431,0.349,0.78,74,81,464,10,9,4.31,122,74,150,455,205,1041,1626,213,0,0.271,0.43,0.341,0.34,0.344,35.5,6.7,6.5,40.2,78.43750366,94.34448781,20.4,43.9,3,90,2300,-6.5,-23.1,1.2,16,85.3,2654,4.5,-39.6,,,,,,2.6,76.2,2511,15.2,-53.6,35.2,90,2244,-9.9,-30.4,18.3,88.1,2531,1,-29.2,11.1,83.3,1917,-14.8,-35.7,,,,,,,,,
"López, Pablo",641154,2024,185.1,772,180,26,198,25.6,5.3,0.252,0.407,0.298,0.705,84,90,556,15,10,4.08,123,84,146,443,370,995,1991,387,0,0.239,0.39,0.306,0.297,0.288,35.9,8.2,5.5,37.5,76.71704031,93.58792867,27,51.8,40.4,95,2206,-5.6,-15.7,1.3,,,,,,20.1,88.5,2108,-16.8,-28.3,9.9,82.4,2647,6.6,-51,7.7,94.5,2104,-13.8,-22.2,,,,,,,,,,,,,,,,84.5,2453,12.7,-38.8
"Montgomery, Jordan",656756,2024,117,532,149,14,83,15.6,8.3,0.312,0.496,0.369,0.865,81,83,351,8,7,6.23,96,77,133,257,211,715,1214,240,3,0.287,0.443,0.37,0.347,0.349,36.6,6,8.2,41,77.21272223,94.21828914,26.9,49.6,17.2,92.1,2294,5.3,-17.1,1.1,1.8,84.2,2372,-3,-35.4,19.3,83.1,1606,10.2,-27.8,30.7,79.2,2312,-4.3,-50.8,30.9,91.8,2133,14.7,-22.3,,,,,,,,,,,,,,,,,,,
"King, Michael",650633,2024,173.2,726,144,17,201,27.7,8.7,0.221,0.346,0.296,0.642,57,71,521,13,9,2.95,132,61,128,559,344,1023,1872,348,0,0.225,0.359,0.284,0.293,0.3,35.2,6.2,5.1,30.3,73.98135973,92.67165699,29.3,45.4,24.2,93.7,2286,-6,-16.2,1.3,5.6,85.7,2425,3.7,-35.7,24.6,86.7,2045,-17.6,-31.4,,,,,,27.8,92.9,2263,-16.3,-26.3,,,,,,,,,,,,,,,,82,2700,15,-37.5
"deGrom, Jacob",594798,2025,172.2,669,122,26,185,27.7,5.5,0.196,0.354,0.242,0.596,57,57,518,12,8,2.97,95,53,85,382,360,880,1734,373,0,0.225,0.383,0.259,0.286,0.271,33.1,9.2,7,41.9,79.67119805,94.49982386,30.2,51.7,46,97.5,2519,-8.9,-12.5,1.2,37.6,90.4,2698,4.8,-31.1,11.3,89.8,1666,-13.9,-31.9,5.1,80.9,2781,10.5,-47.3,,,,,,,,,,,,,,,,,,,,,,,,
"Rodón, Carlos",607074,2025,195.1,789,132,22,203,25.7,9.3,0.188,0.321,0.272,0.593,67,74,586,18,9,3.09,133,62,134,547,375,1202,2010,405,0,0.209,0.343,0.266,0.285,0.292,32.3,7.5,6.5,38.9,77.2696319,94.17991028,30.3,45.5,41.8,94.1,2347,10.8,-13.5,1.5,28.4,85.9,2633,-5.5,-37.9,16.2,85,1650,12.7,-34.2,3.8,80.3,2719,-7.3,-55.9,9.6,91.9,2256,14.6,-26.2,0.2,92.4,2383,3.6,-24.5,,,,,,,,,,,,,,
"Brown, Hunter",686613,2025,185.1,729,133,17,206,28.3,7.8,0.201,0.318,0.271,0.589,50,55,556,12,9,2.43,122,54,118,504,303,1132,1830,335,0,0.22,0.334,0.262,0.277,0.288,31.4,5.9,5,32.2,73.81662618,93.2431786,27.8,44.8,38,96.6,2273,-6.8,-12.2,1.4,4.4,90.5,2198,4,-28.1,12,88.2,1501,-14.4,-27.3,17.9,83.5,2574,5.1,-55.7,22.1,95.7,2181,-14,-16.9,5.5,92.6,2260,3.3,-24.7,,,,,,,,,,,,,,
"Bradley, Taj",671737,2025,142.2,605,131,19,127,21,9.3,0.243,0.403,0.316,0.719,80,88,428,6,8,5.05,92,73,123,336,215,868,1459,236,0,0.24,0.397,0.314,0.314,0.315,31.8,7.2,6.2,39.9,78.130635,94.19984624,23.6,48.3,46.5,96.2,2301,-6.9,-11.6,1.4,,,,,,,,,,,14.7,81.8,2557,4,-55.8,0.5,96.3,2151,-12.9,-15.3,22.8,89.7,2175,4,-28.3,15.5,91.3,1699,-12.9,-23.8,,,,,,,,,
"Bello, Brayan",678394,2025,166.2,700,147,16,124,17.7,8.4,0.237,0.355,0.314,0.669,62,71,500,11,9,3.35,132,62,131,439,223,1022,1675,232,0,0.26,0.403,0.297,0.327,0.335,30.8,7.1,5,39.3,77.39283383,94.17617116,20.1,45.8,14.8,95.1,2161,-7.7,-16.7,1.1,,,,,,15,88.7,1844,-16,-30.2,,,,,,35.4,95.3,2121,-16.9,-24.5,16,88.2,2479,0.9,-32.4,,,,,,,,,,,85.7,2475,9.9,-40.5
"Gausman, Kevin",592332,2024,181,756,165,20,162,21.4,7.4,0.238,0.392,0.296,0.688,77,86,543,14,11,3.83,124,76,161,451,305,1032,1926,314,0,0.256,0.448,0.3,0.333,0.315,35.5,9.7,7.5,42.4,79.49618183,94.74077168,23.4,49.9,51.9,94,2287,-10.7,-14.2,1.9,8.4,82.7,2239,1.3,-36.2,,,,,,,,,,,6.3,93.3,2189,-15.6,-19,,,,,,33.4,86,1764,-15.9,-30.9,,,,,,,,,
"Mikolas, Miles",571945,2025,156.1,669,169,29,100,14.9,5.5,0.272,0.492,0.313,0.805,84,87,469,8,11,4.84,110,80,153,449,168,843,1640,175,0,0.276,0.504,0.342,0.351,0.318,34,12.7,6,41.8,77.8083108,94.60171424,16.5,48,28.2,92.9,2217,-8.4,-16.9,1.5,23.4,87.8,2276,2.5,-28.3,11.5,85.9,1659,-14.6,-30.3,17.6,76,2579,8.7,-62.9,16.5,92.4,2131,-15.4,-23.1,,,,,,,,,,,,,,,,80.7,2453,12.1,-44
"Singer, Brady",663903,2025,169.2,716,150,19,163,22.8,8.4,0.238,0.404,0.314,0.718,76,80,509,14,12,4.03,136,74,142,512,266,1074,1776,275,0,0.247,0.404,0.313,0.32,0.323,36.3,9.4,6.5,40.7,79.95546803,94.5449135,24,44.4,10.5,91.3,2442,-6.3,-18.3,1.2,30.1,82.6,2432,4.9,-40.9,,,,,,,,,,,40.6,92.2,2362,-15.9,-22.2,9.7,87.4,2349,1.7,-28.1,,,,,,,,,,,81.6,2421,9.7,-39.6
"Morton, Charlie",450203,2024,165.1,701,154,23,167,23.8,9.3,0.251,0.427,0.339,0.766,77,85,496,8,10,4.19,130,76,140,462,298,1027,1764,319,0,0.243,0.402,0.335,0.326,0.333,33,9.3,5.5,38.4,77.72973688,93.92910531,26.1,46.6,28.6,94.1,2249,-13.6,-20.4,1.2,,,,,,11,85,2172,-17.2,-37.8,42.4,81.5,3085,13.6,-50.2,10.2,93.6,2130,-17.3,-27.7,7.8,88.5,2445,0,-29,,,,,,,,,,,,,,
"Blanco, Ronel",669854,2024,167.1,676,114,22,166,24.6,10.1,0.19,0.354,0.273,0.627,52,56,502,13,6,2.8,122,50,104,420,346,993,1758,356,0,0.226,0.39,0.276,0.309,0.307,30.1,9.3,4.8,35.5,78.14814367,93.70237739,29,48.6,38.3,93.4,2228,-7.3,-12.9,1.1,30.2,86.4,2091,2.2,-28.8,22.1,85.2,1485,-13.4,-32.5,9.4,80.1,2258,9.5,-44.3,,,,,,,,,,,,,,,,,,,,,,,,
"Freeland, Kyle",607536,2025,162.2,709,193,22,124,17.5,5.4,0.294,0.461,0.335,0.796,90,105,488,5,17,4.98,113,92,148,415,197,793,1689,240,0,0.285,0.461,0.341,0.34,0.327,36.8,9.4,7.2,47.3,81.01374455,95.07760348,21,51.3,33.5,91.6,2401,7.9,-17.5,1.5,,,,,,5.9,86.4,1487,12.3,-29.9,26.1,82.6,2395,-2,-46.4,6,91.3,2273,14.1,-24.7,15.6,87.3,2372,0.5,-29.6,,,,,,,,,,,83.6,2336,-9.6,-42.5
"Myers, Tobias",668964,2024,138,569,126,18,127,22.3,6.3,0.242,0.387,0.295,0.682,46,52,414,9,6,3,101,46,107,351,197,733,1419,202,0,0.251,0.419,0.297,0.317,0.306,36.4,8,6.2,38.7,79.2982097,94.361624,21.3,49.6,40.5,92.9,2225,-5,-12.6,1.6,21.1,85.5,2102,4.2,-33.8,11.4,81.1,1856,-11.7,-29.1,4.1,77.8,2367,1.8,-52.2,0,94.5,1096,-4.4,-12.4,22.8,89.2,2213,3.3,-21.7,,,,,,,,,,,,,,
"Gore, MacKenzie",669022,2025,159.2,679,152,20,185,27.2,9.3,0.252,0.402,0.325,0.727,74,75,479,5,15,4.17,127,67,132,383,344,1044,1774,379,0,0.244,0.409,0.318,0.322,0.32,35.9,10.6,6.3,44.1,79.81191882,94.95579848,29.7,49.4,49.3,95.3,2260,6.6,-13.2,1,11.8,86.7,2096,-1.1,-34.8,10.3,86.2,2093,14,-28.6,24,81.6,2344,-4.6,-54.3,,,,,,4.7,90.3,1966,-0.4,-25.4,,,,,,,,,,,,,,
"Márquez, Germán",608566,2025,126.1,591,168,23,83,14,8.1,0.317,0.545,0.378,0.923,94,106,379,3,16,6.7,107,89,173,305,144,780,1305,174,0,0.291,0.494,0.393,0.365,0.354,35.8,11.1,7.3,48.5,81.59762835,95.49998652,18.6,48,35.3,94.8,2203,-10.2,-16.3,1.5,11,88.7,2327,-0.6,-28.5,2.4,88.5,1641,-12.1,-26.3,31.5,85.5,2652,1.7,-38.2,19.8,94.2,2151,-14.3,-20.6,,,,,,,,,,,,,,,,,,,
"Lively, Ben",594902,2024,151,632,139,23,118,18.7,7.8,0.241,0.419,0.305,0.724,64,67,453,13,10,3.81,105,60,113,454,181,832,1574,189,0,0.24,0.4,0.315,0.31,0.305,30.7,6.5,8,41.5,80.45566323,94.19191479,18.6,46.6,30.6,89.9,2006,-8.5,-18.4,1.1,4.6,80.6,1978,6.2,-33.9,9.1,83.9,1701,-15,-31.3,8.6,77.1,2001,8.8,-51.1,29.8,90.4,1966,-13.3,-21.7,0.1,83.4,2020,-1.3,-29.7,,,,,,,,,,,79,2003,10.7,-41.2
"Anderson, Tyler",542881,2025,136.1,599,135,28,104,17.4,9.5,0.253,0.477,0.326,0.803,69,73,409,2,8,4.56,111,67,121,350,257,844,1495,263,0,0.257,0.477,0.341,0.347,0.331,41.8,11,6.4,36.6,76.49528387,93.85985134,25,49,38.1,89.3,2185,6.9,-15.1,1.3,3.5,80.7,2332,-3,-35.9,34,78.7,1916,13.2,-32.2,0.3,69.2,2034,-3,-67.3,3.7,88.4,2141,16.3,-24.6,20.5,84.3,2294,-1.7,-24.9,,,,,,,,,,,,,,
"Smith, Shane",681343,2025,146.1,616,117,17,145,23.5,9.4,0.216,0.363,0.305,0.668,62,70,439,7,8,3.81,108,61,120,363,269,888,1531,290,0,0.233,0.379,0.296,0.311,0.321,35.4,6.7,7.2,45.4,79.54823611,94.98340952,27.7,48.3,45.8,95.6,2278,-7.3,-15.7,1.5,11.1,89.5,2207,2.5,-30.4,16.8,90,1588,-14.6,-32.5,14.6,82.1,2216,5.9,-52.3,11.6,95.7,2126,-15.8,-20.3,,,,,,,,,,,,,,,,88.1,2150,12.6,-26.3
"Skenes, Paul",694973,2024,133,514,94,10,170,33.1,6.2,0.198,0.295,0.257,0.552,29,31,399,11,3,1.96,91,27,78,345,274,721,1404,281,0,0.192,0.297,0.247,0.247,0.253,27.8,5.2,6.2,36.3,76.61852862,93.6298531,28.7,49.8,39.2,98.8,2244,-14.4,-17.4,1.2,6.2,86.6,2323,1.6,-29.8,5.4,87.3,2044,-17.5,-32.5,10.8,83,2510,7.1,-43.6,,,,,,,,,,,28.4,94,1760,-14,-30.3,,,,,,84.7,2348,11.6,-32.7
"Verlander, Justin",434378,2025,152,662,155,16,137,20.7,7.9,0.261,0.413,0.323,0.736,65,74,456,4,11,3.85,127,68,135,436,269,900,1708,286,0,0.255,0.412,0.32,0.319,0.318,37.3,8.1,6.4,37,77.70198892,93.93879798,24.8,48.8,45.3,93.9,2433,-8.9,-12.6,1.5,23.3,87.1,2500,4.1,-30.4,8.5,84.7,1729,-13,-28.9,14.6,78.5,2748,7.5,-56.9,0.4,93.3,2474,-11.9,-15.3,,,,,,,,,,,,,,,,80.7,2672,11.6,-43.7
"Gore, MacKenzie",669022,2024,166.1,731,171,15,181,24.8,8.9,0.263,0.398,0.339,0.737,72,93,499,10,12,3.9,148,76,176,409,351,1075,1919,373,0,0.251,0.377,0.324,0.316,0.329,36.2,6.8,4.7,38.1,76.77697568,93.73951438,28.6,50.4,55.4,96,2309,5.9,-12.1,1.2,1.3,86.6,2157,-1.4,-36.2,9.3,85.9,2018,12.4,-27.7,19.4,82.8,2399,-0.5,-50.1,,,,,,14.2,91.1,2026,-1.4,-24.1,,,,,,,,,,,85.8,2256,-8.6,-34.7
"Cortes, Nestor",641482,2024,174.1,710,162,24,162,22.8,5.5,0.245,0.421,0.29,0.711,73,74,523,9,10,3.77,114,67,129,417,298,995,1854,303,1,0.235,0.396,0.307,0.295,0.281,35,7.9,7.9,43.6,79.12267623,94.47087918,24.2,50.4,44.4,92.1,2309,4.9,-13.2,1.6,0.9,81.6,2434,-2.4,-46.6,9.6,83.6,1406,13.8,-34.9,,,,,,1.2,90,2239,12.4,-20.2,28,87.5,2411,-4.6,-26.9,,,,,,,,,,,78,2577,-15,-43.1
"Eflin, Zach",621107,2024,165.1,684,166,22,134,19.6,3.5,0.254,0.404,0.283,0.687,66,71,496,10,9,3.59,104,67,121,442,222,782,1665,234,0,0.249,0.405,0.297,0.297,0.279,30,7.5,5.4,36.1,76.38875143,94.04059667,21.6,50,8.4,92.5,2204,-8.5,-19.2,1.1,0.2,80.8,2385,4.1,-33.8,6,85.6,1596,-15.2,-34.4,18.8,78.8,2496,11.2,-50.6,28.9,91.7,2095,-15.7,-28.1,28.2,88.2,2215,1.4,-26.4,,,,,,,,,,,79.7,2434,13.2,-40.6
"Hendricks, Kyle",543294,2024,130.2,567,147,21,87,15.3,7.6,0.286,0.442,0.34,0.782,86,88,392,4,12,5.92,89,82,98,395,167,754,1381,169,5,0.276,0.425,0.339,0.336,0.335,36.4,7.4,5.1,33.4,73.58719884,93.0980278,18.9,46.2,12.7,87.7,2086,-6,-21.1,1.1,,,,,,38.7,80.9,2170,-10.6,-33.4,13.1,74.3,2976,14.9,-60.5,35.5,87.6,2010,-13.4,-28.3,,,,,,,,,,,,,,,,,,,
"Sears, JP",676664,2025,135.2,583,143,30,117,20.1,6.2,0.268,0.507,0.319,0.826,76,79,407,9,11,5.04,95,73,109,393,203,855,1511,206,0,0.245,0.441,0.352,0.319,0.299,33.5,9.4,8,39.4,78.48871614,94.09399271,21.6,47.3,40.6,92.2,2019,11.9,-18.3,1.2,7.1,80.8,2292,-3.5,-32.4,15,83.4,1506,16.5,-35.9,3.7,79.5,2356,-4.6,-44.8,6.4,90.4,1889,15.8,-26.3,0.3,88.5,2118,1.6,-21.8,,,,,,,,,,,79.2,2315,-12.5,-37.5
"Senzatela, Antonio",622608,2025,130,618,192,22,73,11.8,7.6,0.347,0.547,0.402,0.949,96,103,390,4,15,6.65,127,93,155,338,169,880,1404,174,3,0.324,0.538,0.406,0.396,0.384,36.4,9.2,7,46,79.95263271,95.43301892,18.1,46.7,53.3,94.9,2227,-4.5,-18.6,1.7,19.5,86.8,2291,4.6,-32.7,7.7,87.6,2200,-9.6,-28.7,14.4,80.3,2462,5.6,-47.7,5.1,95.7,2233,-9.7,-16.5,,,,,,,,,,,,,,,,,,,
"Taillon, Jameson",592791,2024,165.1,675,154,21,125,18.5,4.9,0.243,0.387,0.28,0.667,60,67,496,12,8,3.27,112,60,120,453,197,833,1650,212,0,0.255,0.418,0.289,0.31,0.293,32.2,7.2,5.6,38.8,79.65000339,94.06790996,19.5,48.2,29.5,92.3,2283,-6.9,-15.9,0.9,,,,,,4.3,86,1899,-14.2,-27,14.7,79.6,2692,9.9,-54.1,11,92.5,2249,-12.8,-18.2,25.1,86.5,2526,5.5,-28.1,,,,,,,,,,,80.4,2733,15.7,-42
"Ortiz, Luis L.",682847,2024,135.2,556,109,16,107,19.2,7.6,0.218,0.372,0.288,0.66,50,56,407,7,6,3.32,105,55,118,346,187,767,1376,190,14,0.24,0.425,0.287,0.32,0.31,34.9,8.8,6.5,37.7,78.24077553,94.10121864,21,48.1,26.7,95.9,2277,-11.3,-18.4,1.2,26.8,85.8,2441,6.6,-34.8,0.9,90.6,1764,-16,-28.8,,,,,,25.9,94.9,2279,-15.7,-27.2,19.7,90.9,2403,0.6,-25.5,,,,,,,,,,,,,,
"Fedde, Erick",607200,2024,177.1,726,154,20,154,21.2,7.2,0.233,0.381,0.291,0.672,65,66,532,9,9,3.3,120,64,130,465,248,1110,1781,252,0,0.245,0.395,0.293,0.307,0.304,32.4,7.6,6,37.7,77.50250055,93.94163216,21.6,45.5,0.7,93.3,2076,-3.2,-19.5,1.2,,,,,,16.4,87.7,1730,-10.9,-31.8,,,,,,30.5,93,1987,-9.1,-22.3,32.3,89.9,2150,2.8,-26.5,,,,,,,,,,,83.5,2356,11.7,-34.4
"Crochet, Garrett",676979,2025,205.1,814,165,24,255,31.3,5.7,0.217,0.353,0.264,0.617,59,62,616,18,5,2.59,148,57,146,483,407,1037,2114,435,0,0.212,0.344,0.27,0.267,0.26,32.2,7.3,6.7,37.3,75.53865522,93.9771349,29.4,51.8,36.2,96.4,2460,8,-13.6,1.3,,,,,,4.3,87.7,1711,12,-29.3,,,,,,15.8,96,2399,16.3,-21.7,27.8,90.9,2596,-3.7,-26.8,,,,,,,,,,,82.7,2378,-13.8,-43.2
